Annual_Death_Rate,Probability_of_Death,Number_of_Deaths,Life_Expectancy,ID,Female_Deaths,Male_Deaths,Total_Deaths,Year,Age,Female_population,Male_population,Total_population
0.3,0.299,285,34,2000_45,4739.26,8166.99,12906.25,2000,45,2166851.75,2122547.27,4289399.02
0.322,0.322,305,33,2000_46,4810.27,8586.1,13396.37,2000,46,2071176.45,2004898.36,4076074.81
0.35100000000000003,0.35100000000000003,332,32,2000_47,5150.28,9016.19,14166.47,2000,47,2024848.96,1956752.68,3981601.64
0.385,0.384,362,31,2000_48,5354.29,9538.33,14892.62,2000,48,1935974.45,1869089.95,3805064.4
0.40499999999999997,0.404,380,30,2000_49,5658.31,9819.39,15477.7,2000,49,1928463.76,1857037.78,3785501.54
0.43299999999999994,0.432,405,29,2000_50,6102.33,10261.5,16363.83,2000,50,1923904.01,1855809.39,3779713.4
0.461,0.45999999999999996,429,29,2000_51,6378.34,10612.58,16990.92,2000,51,1855103.64,1778375.71,3633479.35
0.508,0.507,470,28,2000_52,7042.39,11493.8,18536.19,2000,52,1915893.24,1841227.29,3757120.53
0.5459999999999999,0.544,502,27,2000_53,7852.43,12377.01,20229.44,2000,53,1689781.05,1612133.64,3301914.69
0.5910000000000001,0.59,541,26,2000_54,6854.87,10546.57,17401.44,2000,54,1476225.64,1404248.27,2880473.91
0.656,0.653,596,25,2000_55,7290.9,11510.3,18801.2,2000,55,1466186.84,1388332.82,2854519.66
0.7230000000000001,0.72,653,24,2000_56,8065.44,12333.51,20398.95,2000,56,1481855.54,1395327.53,2877183.07
0.786,0.783,705,23,2000_57,8932.49,13593.31,22525.8,2000,57,1416578.4,1321837.12,2738415.52
0.8630000000000001,0.859,768,23,2000_58,8896.49,13365.26,22261.75,2000,58,1295151.24,1202014.16,2497165.4
0.943,0.9390000000000001,831,22,2000_59,9146.5,13648.03,22794.53,2000,59,1227383.15,1131371.27,2358754.42
1.018,1.013,888,21,2000_60,9598.52,14153.75,23752.27,2000,60,1211422.49,1112605.13,2324027.62
1.121,1.114,968,20,2000_61,10440.57,14663.57,25104.14,2000,61,1150757.56,1054234.74,2204992.3
1.239,1.2309999999999999,1057,19,2000_62,11086.61,15844.86,26931.47,2000,62,1119074.17,1014629.48,2133703.65
1.345,1.336,1133,19,2000_63,11506.63,16512.02,28018.65,2000,63,1086700.91,975974.2,2062675.11
1.481,1.47,1230,18,2000_64,12561.69,17746.32,30308.01,2000,64,1087125.35,965875.75,2053001.1
1.5959999999999999,1.583,1305,17,2000_65,13535.74,18614.54,32150.28,2000,65,1051163.8,923689.36,1974853.16
1.745,1.73,1404,16,2000_66,14176.78,18959.62,33136.4,2000,66,1011441.88,875559.05,1887000.93
1.9029999999999998,1.8849999999999998,1503,16,2000_67,15389.84,20666.03,36055.87,2000,67,1025057.26,875284.8,1900342.06
2.069,2.0469999999999997,1602,15,2000_68,16722.92,22098.39,38821.31,2000,68,1024789.46,868336.36,1893125.82
2.236,2.212,1695,14,2000_69,17991.98,23628.75,41620.73,2000,69,1021234.93,856122.51,1877357.44
2.4459999999999997,2.4170000000000003,1811,14,2000_70,19899.09,25691.26,45590.35,2000,70,1035357.74,841382.53,1876740.27
2.657,2.622,1917,13,2000_71,21161.16,27010.59,48171.75,2000,71,1001516.05,808538.73,1810054.78
2.97,2.926,2083,12,2000_72,23231.27,29174.11,52405.38,2000,72,989831.63,777255.66,1767087.29
3.19,3.1399999999999997,2171,12,2000_73,24883.36,30306.88,55190.24,2000,73,973659.67,751710.32,1725369.99
3.456,3.3970000000000002,2274,11,2000_74,26831.46,31316.14,58147.6,2000,74,966253.96,723189.4,1689443.36
3.8289999999999997,3.757,2430,11,2000_75,29667.63,32986.04,62653.67,2000,75,950266.21,692157.3,1642423.51
4.133,4.05,2521,10,2000_76,31017.7,33732.22,64749.92,2000,76,908444.82,645771.31,1554216.13
4.498,4.399,2627,9,2000_77,32353.77,34533.42,66887.19,2000,77,874389.18,611787.4,1486176.58
5.011,4.889,2791,9,2000_78,35016.92,35752.71,70769.63,2000,78,841135.3,572011.13,1413146.43
5.521,5.372,2917,8,2000_79,36325.99,36358.86,72684.85,2000,79,782312.7,512468.69,1294781.39
6.436999999999999,6.236,3205,8,2000_80,38087.08,35597.67,73684.75,2000,80,673794.16,422232.97,1096027.13
6.8709999999999996,6.642,3201,7,2000_81,37466.55,33544.18,71010.73,2000,81,650299.94,392007.47,1042307.41
7.710999999999999,7.425,3340,7,2000_82,39318.65,34062.3,73380.95,2000,82,590892.71,343248.6,934141.31
8.502,8.155,3396,6,2000_83,39962.18,32359.89,72322.07,2000,83,541639.28,298195.09,839834.37
9.454,9.027000000000001,3453,6,2000_84,41034.24,31382.65,72416.89,2000,84,501362.62,262970.23,764332.85
10.513,9.988,3475,5,2000_85,42559.83,30404.41,72964.24,2000,85,465976.37,230423.27,696399.64
11.622,10.984,3440,5,2000_86,42616.83,28513.95,71130.78,2000,86,409451.79,191357.74,600809.53
12.876000000000001,12.097,3373,5,2000_87,42246.31,26108.36,68354.67,2000,87,368700.51,161732.93,530433.44
14.118,13.187,3232,4,2000_88,40418.71,23160.65,63579.36,2000,88,308956.26,127806.0,436762.26
15.801000000000002,14.643999999999998,3115,4,2000_89,39093.64,20694.04,59787.68,2000,89,275704.21,105131.43,380835.64
17.424,16.028000000000002,2911,4,2000_90,37194.03,17782.34,54976.37,2000,90,226637.42,81628.41,308265.83
19.226,17.538999999999998,2674,3,2000_91,34362.88,15162.7,49525.58,2000,91,193818.47,64647.19,258465.66
21.526999999999997,19.435,2444,3,2000_92,31986.75,12906.14,44892.89,2000,92,156555.0,49599.72,206154.72
23.453,20.991,2126,3,2000_93,27550.5,10459.05,38009.55,2000,93,123547.87,35655.0,159202.87
25.751,22.813,1826,3,2000_94,23762.3,8159.48,31921.78,2000,94,97053.81,26383.15,123436.96
27.783,24.394,1507,3,2000_95,19953.09,6224.52,26177.61,2000,95,73088.32,18646.17,91734.49
30.249,26.275,1227,2,2000_96,16238.89,4780.16,21019.05,2000,96,54887.91,12948.92,67836.83
32.843,28.21,971,2,2000_97,12948.71,3451.85,16400.56,2000,97,40610.78,8943.31,49554.09
35.555,30.188,746,2,2000_98,9728.53,2411.59,12140.12,2000,98,26289.16,5450.69,31739.85
38.371,32.194,556,2,2000_99,7213.4,1671.41,8884.81,2000,99,20476.48,3993.95,24470.43
41.277,34.216,400,2,2000_100,5339.29,1147.28,6486.57,2000,100,11939.38,2107.52,14046.9
44.254,36.236000000000004,279,2,2000_101,3524.19,665.16,4189.35,2000,101,8541.11,1420.53,9961.64
47.282000000000004,38.241,188,1,2000_102,2514.14,452.11,2966.25,2000,102,5176.71,780.49,5957.2
50.339,40.216,122,1,2000_103,1613.09,235.06,1848.15,2000,103,3309.22,464.81,3774.03
53.400999999999996,42.147,76,1,2000_104,1076.06,160.04,1236.1,2000,104,2004.17,282.7,2286.87
56.445,44.021,46,1,2000_105,653.04,97.02,750.06,2000,105,1157.15,164.06,1321.21
59.449,45.827,27,1,2000_106,408.02,52.02,460.04,2000,106,667.81,85.16,752.97
62.388999999999996,47.555,15,1,2000_107,196.01,28.0,224.01,2000,107,325.16,57.3,382.46
65.247,49.197,8,1,2000_108,119.0,19.0,138.0,2000,108,170.83,30.77,201.6
68.00399999999999,50.749,4,1,2000_109,45.0,9.0,54.0,2000,109,90.24,17.9,108.14
70.646,100.0,4,1,2000_110,74.0,11.0,85.0,2000,110,154.54,14.78,169.32
0.694,0.69,690,76,2001_0,12095.88,15489.29,27585.17,2001,0,1922474.57,2012047.09,3934521.66
0.051000000000000004,0.051000000000000004,51,76,2001_1,887.8,1107.22,1995.02,2001,1,1869378.82,1957747.87,3827126.69
0.034,0.034,34,75,2001_2,554.3,747.29,1301.59,2001,2,1856606.08,1943513.85,3800119.93
0.026,0.026,26,74,2001_3,420.04,563.16,983.2,2001,3,1862911.98,1948976.81,3811888.79
0.021,0.021,21,73,2001_4,341.02,478.13,819.15,2001,4,1888273.4,1976488.81,3864762.21
0.017,0.017,17,72,2001_5,286.02,383.1,669.12,2001,5,1922267.13,2016587.19,3938854.32
0.016,0.016,16,71,2001_6,283.02,352.1,635.12,2001,6,1945943.01,2042434.89,3988377.9
0.013999999999999999,0.013999999999999999,14,70,2001_7,275.02,305.08,580.1,2001,7,1976138.67,2075510.53,4051649.2
0.013999999999999999,0.013999999999999999,14,69,2001_8,246.02,337.09,583.11,2001,8,2016128.2,2115988.81,4132117.01
0.015,0.015,15,68,2001_9,276.02,349.09,625.11,2001,9,2053727.42,2153483.21,4207210.63
0.015,0.015,15,67,2001_10,245.02,394.11,639.13,2001,10,2095784.4,2202053.54,4297837.94
0.016,0.016,16,66,2001_11,272.02,408.12,680.14,2001,11,2071269.51,2177427.82,4248697.33
0.017,0.017,17,65,2001_12,302.02,434.12,736.14,2001,12,2016824.48,2117654.94,4134479.42
0.021,0.021,21,64,2001_13,324.02,537.15,861.17,2001,13,1987510.96,2086501.18,4074012.14
0.027,0.027,27,63,2001_14,418.03,671.18,1089.21,2001,14,1976102.87,2077524.41,4053627.28
0.036000000000000004,0.036000000000000004,35,62,2001_15,499.04,962.26,1461.3,2001,15,1981705.24,2092599.06,4074304.3
0.053,0.053,53,61,2001_16,741.05,1439.4,2180.45,2001,16,1961779.87,2084188.88,4045968.75
0.06899999999999999,0.06899999999999999,68,60,2001_17,849.06,1921.53,2770.59,2001,17,1951300.61,2087229.98,4038530.59
0.082,0.082,81,59,2001_18,830.06,2549.7,3379.76,2001,18,1978261.77,2112998.57,4091260.34
0.091,0.091,90,58,2001_19,870.06,2897.8,3767.86,2001,19,2008940.94,2116835.58,4125776.52
0.091,0.091,89,57,2001_20,900.06,2855.79,3755.85,2001,20,2020047.93,2109033.51,4129081.44
0.1,0.1,99,56,2001_21,957.07,3136.87,4093.94,2001,21,1963060.89,2050849.14,4013910.03
0.094,0.094,93,56,2001_22,840.06,2874.79,3714.85,2001,22,1879676.3,1965779.61,3845455.91
0.095,0.095,94,55,2001_23,917.07,2694.75,3611.82,2001,23,1841194.33,1919412.92,3760607.25
0.094,0.094,92,54,2001_24,887.06,2634.73,3521.79,2001,24,1809850.68,1878948.75,3688799.43
0.092,0.092,91,53,2001_25,934.07,2473.69,3407.76,2001,25,1821000.73,1882607.19,3703607.92
0.096,0.096,94,52,2001_26,939.06,2634.73,3573.79,2001,26,1827722.14,1878542.38,3706264.52
0.095,0.095,93,51,2001_27,1011.08,2496.69,3507.77,2001,27,1834774.37,1873284.0,3708058.37
0.099,0.099,97,50,2001_28,1098.08,2665.73,3763.81,2001,28,1911351.64,1945136.12,3856487.76
0.1,0.1,98,49,2001_29,1221.09,2739.76,3960.85,2001,29,2022580.05,2052174.97,4074755.02
0.104,0.10300000000000001,101,48,2001_30,1373.1,3011.83,4384.93,2001,30,2109537.12,2148355.0,4257892.12
0.105,0.105,103,47,2001_31,1374.1,3066.85,4440.95,2001,31,2071464.22,2111587.45,4183051.67
0.11100000000000002,0.11100000000000002,108,46,2001_32,1558.11,3014.84,4572.95,2001,32,2007465.58,2033733.99,4041199.57
0.122,0.122,119,45,2001_33,1639.12,3241.9,4881.02,2001,33,2001343.51,2015665.23,4017008.74
0.128,0.128,124,44,2001_34,1782.13,3417.95,5200.08,2001,34,2039845.23,2049382.43,4089227.66
0.14100000000000001,0.14100000000000001,137,43,2001_35,2008.15,3899.08,5907.23,2001,35,2145983.56,2157473.96,4303457.52
0.15,0.149,145,42,2001_36,2337.17,4256.18,6593.35,2001,36,2246727.82,2246505.5,4493233.32
0.165,0.165,160,41,2001_37,2610.19,4855.35,7465.54,2001,37,2273212.67,2255931.95,4529144.62
0.18,0.18,174,40,2001_38,2974.21,5206.44,8180.65,2001,38,2280298.07,2257959.4,4538257.47
0.192,0.192,185,39,2001_39,3235.24,5517.53,8752.77,2001,39,2303112.16,2275611.5,4578723.66
0.20500000000000002,0.20500000000000002,197,39,2001_40,3540.26,5969.66,9509.92,2001,40,2338066.63,2313263.49,4651330.12
0.22100000000000003,0.22100000000000003,213,38,2001_41,3729.27,6476.79,10206.06,2001,41,2316497.76,2290643.14,4607140.9
0.233,0.233,224,37,2001_42,3970.29,6687.86,10658.15,2001,42,2277699.74,2240734.27,4518434.01
0.263,0.263,252,36,2001_43,4414.32,7448.07,11862.39,2001,43,2272272.94,2227935.37,4500208.31
0.28200000000000003,0.28200000000000003,269,35,2001_44,4687.34,7868.18,12555.52,2001,44,2221905.04,2168302.13,4390207.17
0.305,0.304,290,34,2001_45,4941.36,8290.29,13231.65,2001,45,2184203.98,2134363.38,4318567.36
0.328,0.327,311,33,2001_46,5181.38,8846.45,14027.83,2001,46,2148933.57,2094687.08,4243620.65
0.356,0.356,337,32,2001_47,5407.39,9430.62,14838.01,2001,47,2078519.52,2010493.48,4089013.0
0.382,0.381,359,31,2001_48,5514.4,9816.72,15331.12,2001,48,2014035.02,1944788.08,3958823.1
0.418,0.41700000000000004,392,30,2001_49,6075.45,10194.06,16269.51,2001,49,1960677.93,1889209.75,3849887.68
0.43499999999999994,0.434,406,30,2001_50,6163.45,10485.18,16648.63,2001,50,1935463.72,1862633.42,3798097.14
0.468,0.46699999999999997,435,29,2001_51,6523.48,11032.56,17556.04,2001,51,1902031.8,1828368.61,3730400.41
0.503,0.502,465,28,2001_52,7136.52,11401.16,18537.68,2001,52,1862479.45,1783705.14,3646184.59
0.5479999999999999,0.547,504,27,2001_53,7823.57,12078.35,19901.92,2001,53,1901681.28,1821640.13,3723321.41
0.584,0.583,534,26,2001_54,8458.61,13299.68,21758.29,2001,54,1707577.83,1629028.24,3336606.07
0.65,0.6479999999999999,591,25,2001_55,7414.54,11566.21,18980.75,2001,55,1464907.66,1387830.32,2852737.98
0.7040000000000001,0.7020000000000001,636,24,2001_56,7949.58,12149.86,20099.44,2001,56,1457760.17,1374364.25,2832124.42
0.7849999999999999,0.781,703,24,2001_57,8816.64,13204.16,22020.8,2001,57,1476198.32,1383201.85,2859400.17
0.8580000000000001,0.8540000000000001,762,23,2001_58,9820.22,14720.08,24540.3,2001,58,1419419.94,1321325.44,2740745.38
0.9329999999999999,0.928,822,22,2001_59,9729.21,14183.43,23912.64,2001,59,1290991.46,1192008.7,2483000.16
1.012,1.0070000000000001,883,21,2001_60,9815.71,14547.53,24363.24,2001,60,1229906.62,1129252.46,2359159.08
1.095,1.089,945,20,2001_61,10320.75,14904.13,25224.88,2001,61,1188244.04,1088846.53,2277090.57
1.206,1.199,1029,20,2001_62,11089.81,15806.38,26896.19,2001,62,1152523.16,1049322.72,2201845.88
1.324,1.316,1116,19,2001_63,11901.87,16683.62,28585.49,2001,63,1115668.28,1005208.73,2120877.01
1.435,1.425,1193,18,2001_64,12330.9,17241.78,29572.68,2001,64,1079034.89,962091.3,2041126.19
1.5610000000000002,1.549,1278,17,2001_65,13197.96,18366.09,31564.05,2001,65,1076952.18,948814.25,2025766.43
1.693,1.6789999999999998,1364,17,2001_66,14290.04,19351.37,33641.41,2001,66,1039495.16,905804.55,1945299.71
1.865,1.848,1476,16,2001_67,14975.59,20002.55,34978.14,2001,67,1003437.5,863206.6,1866644.1
2.009,1.989,1559,15,2001_68,16053.67,21298.91,37352.58,2001,68,1006072.19,854185.3,1860257.49
2.2190000000000003,2.1950000000000003,1686,15,2001_69,17613.78,23115.4,40729.18,2001,69,1004080.56,841075.22,1845155.78
2.382,2.3539999999999996,1769,14,2001_70,19063.9,24480.78,43544.68,2001,70,1015104.93,835882.56,1850987.49
2.6149999999999998,2.581,1894,13,2001_71,21044.54,26420.32,47464.86,2001,71,1003501.18,813072.53,1816573.71
2.8320000000000003,2.793,1996,13,2001_72,22283.63,27750.69,50034.32,2001,72,981792.48,781006.24,1762798.72
3.167,3.118,2167,12,2001_73,24638.8,29985.31,54624.11,2001,73,975355.52,759146.08,1734501.6
3.404,3.347,2253,11,2001_74,26240.92,30886.57,57127.49,2001,74,953390.21,722683.12,1676073.33
3.714,3.646,2373,11,2001_75,28152.06,32121.9,60273.96,2001,75,939847.38,690398.95,1630246.33
4.109999999999999,4.027,2525,10,2001_76,31003.26,33734.35,64737.61,2001,76,920901.84,657906.44,1578808.28
4.463,4.365,2627,9,2001_77,32485.37,34476.06,66961.43,2001,77,875665.69,612292.4,1487958.09
4.852,4.737,2726,9,2001_78,34011.48,34711.62,68723.1,2001,78,838733.68,573051.74,1411785.42
5.452,5.3069999999999995,2909,8,2001_79,36728.69,36290.56,73019.25,2001,79,804794.51,533446.37,1338240.88
6.135,5.952,3090,8,2001_80,38618.82,36000.98,74619.8,2001,80,730270.36,462583.27,1192853.63
6.961,6.726999999999999,3284,7,2001_81,39149.86,35463.33,74613.19,2001,81,636846.87,388560.59,1025407.46
7.5649999999999995,7.289,3319,7,2001_82,39115.35,33574.8,72690.15,2001,82,611393.7,357601.9,968995.6
8.405,8.065999999999999,3405,6,2001_83,40592.47,33190.2,73782.67,2001,83,551279.05,310112.55,861391.6
9.332,8.916,3461,6,2001_84,41345.01,31268.17,72613.18,2001,84,501322.11,266488.89,767811.0
10.409,9.894,3498,6,2001_85,42056.57,30174.86,72231.43,2001,85,460078.45,232389.33,692467.78
11.525,10.897,3471,5,2001_86,42799.62,28862.0,71661.62,2001,86,422528.35,200605.44,623133.79
12.818,12.046,3419,5,2001_87,42925.13,26518.35,69443.48,2001,87,367398.53,164124.63,531523.16
14.133000000000001,13.200000000000001,3295,4,2001_88,41777.05,23754.58,65531.63,2001,88,326633.05,136827.74,463460.79
15.713,14.568,3157,4,2001_89,39815.9,21124.97,60940.87,2001,89,270153.91,106067.8,376221.71
17.253,15.883,2940,4,2001_90,37215.71,18088.9,55304.61,2001,90,236694.34,85633.6,322327.94
19.106,17.44,2716,3,2001_91,34697.53,15539.31,50236.84,2001,91,191463.12,65425.53,256888.65
20.947,18.961,2438,3,2001_92,31227.28,12851.56,44078.84,2001,92,160147.06,50544.23,210691.29
23.551,21.07,2195,3,2001_93,28592.08,10686.96,39279.04,2001,93,126907.41,37808.32,164715.73
25.627,22.716,1868,3,2001_94,24082.75,8378.33,32461.08,2001,94,97821.39,26520.33,124341.72
27.733999999999998,24.356,1548,3,2001_95,20426.5,6370.76,26797.26,2001,95,75063.63,19028.25,94091.88
30.215999999999998,26.25,1262,2,2001_96,16608.72,4875.35,21484.07,2001,96,55166.39,13181.95,68348.34
32.829,28.199999999999996,1000,2,2001_97,12948.44,3414.95,16363.39,2001,97,40309.11,8940.94,49250.05
35.561,30.192000000000004,769,2,2001_98,10086.74,2457.68,12544.42,2001,98,29042.55,5930.57,34973.12
38.399,32.214,572,2,2001_99,7147.03,1605.44,8752.47,2001,99,18330.41,3536.54,21866.95
41.327000000000005,34.25,413,2,2001_100,5243.89,1098.3,6342.19,2001,100,13799.39,2496.71,16296.1
44.328,36.285000000000004,287,2,2001_101,3769.28,707.2,4476.48,2001,101,7850.88,1258.87,9109.75
47.379,38.305,193,1,2001_102,2410.18,428.12,2838.3,2001,102,5385.81,851.86,6237.67
50.458000000000006,40.293,125,1,2001_103,1629.12,263.07,1892.19,2001,103,3158.14,442.94,3601.08
53.542,42.235,79,1,2001_104,1017.08,159.04,1176.12,2001,104,1964.14,266.76,2230.9
56.607,44.119,47,1,2001_105,672.05,83.02,755.07,2001,105,1144.65,152.67,1297.32
59.629,45.934000000000005,28,1,2001_106,390.03,61.02,451.05,2001,106,642.12,94.04,736.16
62.586,47.669,15,1,2001_107,216.02,30.0,246.02,2001,107,359.79,51.15,410.94
65.458,49.317,8,1,2001_108,114.0,16.0,130.0,2001,108,181.16,31.7,212.86
68.226,50.87199999999999,4,1,2001_109,63.0,11.0,74.0,2001,109,95.83,17.35,113.18
70.875,100.0,4,1,2001_110,99.0,15.01,114.01,2001,110,147.78,17.7,165.48
0.707,0.7020000000000001,702,77,2002_0,12320.72,15723.69,28044.41,2002,0,1947880.95,2034094.72,3981975.67
0.048,0.048,48,76,2002_1,826.05,1082.25,1908.3,2002,1,1921504.29,2008740.68,3930244.97
0.032,0.032,32,75,2002_2,528.45,723.17,1251.62,2002,2,1870221.13,1957960.61,3828181.74
0.024,0.024,24,74,2002_3,375.61,537.13,912.74,2002,3,1858443.73,1945081.49,3803525.22
0.02,0.02,20,73,2002_4,319.02,460.11,779.13,2002,4,1866586.09,1953370.22,3819956.31
0.018000000000000002,0.018000000000000002,17,72,2002_5,306.01,369.08,675.09,2002,5,1892761.55,1980748.66,3873510.21
0.015,0.015,14,71,2002_6,243.01,325.08,568.09,2002,6,1924447.13,2018252.42,3942699.55
0.013999999999999999,0.013999999999999999,14,70,2002_7,239.02,326.08,565.1,2002,7,1950504.52,2046659.32,3997163.84
0.015,0.015,15,69,2002_8,263.02,348.08,611.1,2002,8,1980050.45,2080097.91,4060148.36
0.015,0.015,14,68,2002_9,265.02,335.08,600.1,2002,9,2024054.81,2124900.47,4148955.28
0.015,0.015,15,67,2002_10,258.01,376.09,634.1,2002,10,2079811.83,2180674.87,4260486.7
0.015,0.015,15,66,2002_11,271.02,385.09,656.11,2002,11,2106596.71,2213652.41,4320249.12
0.018000000000000002,0.018000000000000002,18,65,2002_12,304.02,496.12,800.14,2002,12,2088003.86,2194418.18,4282422.04
0.022000000000000002,0.022000000000000002,22,64,2002_13,381.02,565.13,946.15,2002,13,2029715.14,2131524.14,4161239.28
0.027,0.026,26,63,2002_14,423.02,672.16,1095.18,2002,14,1997509.68,2098530.01,4096039.69
0.034999999999999996,0.034999999999999996,34,62,2002_15,507.03,913.21,1420.24,2002,15,1991858.59,2099037.59,4090896.18
0.056999999999999995,0.056999999999999995,56,61,2002_16,772.04,1566.37,2338.41,2002,16,1998603.21,2119054.85,4117658.06
0.067,0.067,66,60,2002_17,871.05,1900.44,2771.49,2002,17,1977367.55,2111459.64,4088827.19
0.084,0.084,83,59,2002_18,915.56,2524.6,3440.16,2002,18,1974706.01,2118852.1,4093558.11
0.093,0.093,91,58,2002_19,902.56,2942.69,3845.25,2002,19,2002952.62,2139645.93,4142598.55
0.092,0.092,91,57,2002_20,908.06,2935.69,3843.75,2002,20,2026482.36,2131331.11,4157813.47
0.098,0.098,97,57,2002_21,1017.77,3071.73,4089.5,2002,21,2038730.3,2119331.83,4158062.13
0.095,0.095,93,56,2002_22,942.35,2939.69,3882.04,2002,22,1976973.6,2055862.57,4032836.17
0.095,0.095,93,55,2002_23,874.05,2880.68,3754.73,2002,23,1896121.52,1971808.53,3867930.05
0.096,0.096,94,54,2002_24,920.05,2746.65,3666.7,2002,24,1858617.52,1925932.57,3784550.09
0.093,0.093,91,53,2002_25,920.06,2588.61,3508.67,2002,25,1831375.3,1888232.33,3719607.63
0.097,0.097,95,52,2002_26,942.06,2646.63,3588.69,2002,26,1835584.8,1883314.13,3718898.93
0.093,0.093,91,51,2002_27,949.06,2539.59,3488.65,2002,27,1846010.03,1884364.98,3730375.01
0.096,0.096,94,50,2002_28,1053.06,2498.59,3551.65,2002,28,1846130.5,1877819.26,3723949.76
0.101,0.101,99,49,2002_29,1142.06,2685.63,3827.69,2002,29,1916674.18,1945662.64,3862336.82
0.105,0.105,102,48,2002_30,1274.07,2891.68,4165.75,2002,30,2038930.77,2066974.25,4105905.02
0.107,0.107,105,47,2002_31,1413.08,3117.73,4530.81,2002,31,2113080.84,2143594.44,4256675.28
0.11,0.11,107,46,2002_32,1566.1,3086.72,4652.82,2002,32,2086669.62,2120609.71,4207279.33
0.11900000000000001,0.11900000000000001,116,45,2002_33,1630.09,3315.5,4945.59,2002,33,2017636.96,2037694.98,4055331.94
0.127,0.127,124,44,2002_34,1736.1,3375.08,5111.18,2002,34,2010751.89,2019305.44,4030057.33
0.13699999999999998,0.13699999999999998,133,43,2002_35,1950.11,3636.85,5586.96,2002,35,2050250.32,2055262.69,4105513.01
0.146,0.146,142,42,2002_36,2181.13,3959.94,6141.07,2002,36,2154353.47,2158288.26,4312641.73
0.16,0.16,155,41,2002_37,2507.14,4540.06,7047.2,2002,37,2252393.97,2244521.43,4496915.4
0.174,0.174,168,40,2002_38,2796.16,5066.2,7862.36,2002,38,2279366.85,2254734.69,4534101.54
0.192,0.192,185,40,2002_39,3282.19,5430.27,8712.46,2002,39,2285787.27,2257945.07,4543732.34
0.209,0.209,201,39,2002_40,3449.2,6068.42,9517.62,2002,40,2306623.22,2272558.36,4579181.58
0.22200000000000003,0.22200000000000003,214,38,2002_41,3849.22,6474.5,10323.72,2002,41,2342454.79,2313080.93,4655535.72
